,时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1
327,66.05,6.6,143.1,18.99,-4.336,302,236,213,6.54,0.19999999999998863
328,66.26,6.62,143.0,18.18,-4.449,301,236,214,6.5600000000000005,0.09999999999999432
329,66.46,6.64,143.0,17.4,-4.475,300,238,215,6.58,0.09999999999999432
330,66.66,6.66,142.8,16.67,-4.54,301,238,216,6.6000000000000005,-0.09999999999999432
331,66.86,6.68,142.8,15.67,-4.678,300,240,218,6.62,-0.09999999999999432
332,67.06,6.7,142.7,15.09,-4.751,301,241,219,6.640000000000001,-0.20000000000001705
333,67.27,6.72,142.6,14.61,-4.815,300,243,220,6.66,-0.30000000000001137
334,67.47,6.74,142.4,13.68,-4.938,301,244,222,6.68,-0.5
335,67.67,6.76,142.4,13.37,-4.9830000000000005,301,245,222,6.7,-0.5
336,67.87,6.78,142.4,13.24,-5.058,300,246,223,6.72,-0.5
337,68.07,6.8,142.3,12.87,-5.147,301,246,224,6.74,-0.5999999999999943
338,68.28,6.82,142.3,12.54,-5.171,301,247,223,6.76,-0.5999999999999943
339,68.48,6.84,142.2,12.66,-5.205,301,247,224,6.78,-0.700000000000017
340,68.68,6.86,142.2,12.65,-5.224,302,247,224,6.8,-0.700000000000017
341,68.88,6.88,142.1,12.65,-5.24,302,247,225,6.82,-0.8000000000000114
342,69.08,6.9,142.2,12.66,-5.229,302,247,224,6.84,-0.700000000000017
343,69.29,6.92,142.2,12.75,-5.2410000000000005,301,247,224,6.86,-0.700000000000017
344,69.49,6.95,142.2,13.35,-5.21,302,248,225,6.88,-0.700000000000017
345,69.69,6.97,142.2,13.95,-5.1610000000000005,303,248,225,6.9,-0.700000000000017
346,69.89,6.99,142.3,14.75,-5.114,302,248,225,6.92,-0.5999999999999943
347,70.09,7.01,142.3,15.29,-5.053999999999999,303,248,225,6.94,-0.5999999999999943
348,70.3,7.03,142.5,16.98,-4.905,303,248,225,6.96,-0.4000000000000057
349,70.5,7.05,142.6,17.99,-4.835,303,247,224,6.98,-0.30000000000001137
350,70.7,7.07,142.7,18.91,-4.751,304,245,223,7.0,-0.20000000000001705
351,70.9,7.09,142.9,21.35,-4.529,304,243,220,7.0200000000000005,0.0
352,71.1,7.11,143.0,22.78,-4.426,305,241,219,7.04,0.09999999999999432
353,71.31,7.13,143.0,24.08,-4.363,306,240,218,7.0600000000000005,0.09999999999999432
354,71.51,7.15,143.2,26.72,-4.213,306,237,215,7.08,0.29999999999998295
355,71.71,7.17,143.2,27.79,-4.166,306,236,214,7.1000000000000005,0.29999999999998295
356,71.91,7.19,143.3,28.71,-4.106,306,236,214,7.12,0.4000000000000057
357,72.11,7.21,143.3,29.42,-4.067,306,234,213,7.140000000000001,0.4000000000000057
358,72.32,7.23,143.4,30.61,-4.027,305,234,212,7.16,0.5
359,72.52,7.25,143.4,30.99,-4.032,305,233,211,7.18,0.5
360,72.72,7.27,143.4,31.23,-3.9930000000000003,305,233,212,7.2,0.5
361,72.92,7.29,143.5,31.52,-3.966,305,233,211,7.22,0.5999999999999943
362,73.12,7.31,143.4,31.65,-3.984,305,232,211,7.24,0.5
363,73.33,7.33,143.4,31.69,-3.984,305,232,211,7.26,0.5
364,73.53,7.35,143.5,31.69,-3.9730000000000003,304,233,211,7.28,0.5999999999999943
365,73.73,7.37,143.5,31.43,-3.97,304,232,211,7.3,0.5999999999999943
366,73.93,7.39,143.4,31.31,-3.96,304,233,211,7.32,0.5
367,74.13,7.41,143.5,30.65,-3.9819999999999998,304,233,210,7.34,0.5999999999999943
368,74.34,7.43,143.5,29.35,-3.99,304,232,211,7.36,0.5999999999999943
369,74.54,7.45,143.4,28.33,-3.9930000000000003,303,232,211,7.38,0.5
370,74.74,7.47,143.4,27.55,-4.019,303,233,210,7.4,0.5
371,74.94,7.49,143.3,25.59,-4.072,303,232,211,7.42,0.4000000000000057
372,75.14,7.51,143.3,24.5,-4.113,303,233,211,7.44,0.4000000000000057
373,75.35,7.53,143.3,23.5,-4.132,302,233,212,7.46,0.4000000000000057
374,75.55,7.55,143.3,22.64,-4.166,303,234,212,7.48,0.4000000000000057
375,75.75,7.57,143.2,20.67,-4.2589999999999995,302,234,213,7.5,0.29999999999998295
376,75.95,7.59,143.1,19.75,-4.303999999999999,302,235,214,7.5200000000000005,0.19999999999998863
377,76.15,7.61,143.1,18.91,-4.363,302,236,214,7.54,0.19999999999998863
378,76.36,7.63,143.0,17.51,-4.482,301,238,216,7.5600000000000005,0.09999999999999432
379,76.56,7.65,142.9,16.71,-4.532,300,239,216,7.58,0.0
380,76.76,7.67,142.8,16.21,-4.581,301,239,217,7.6000000000000005,-0.09999999999999432
381,76.96,7.69,142.8,15.59,-4.657,300,241,218,7.62,-0.09999999999999432
382,77.16,7.71,142.6,14.7,-4.809,300,243,220,7.640000000000001,-0.30000000000001137
383,77.37,7.73,142.6,14.18,-4.87,301,244,221,7.66,-0.30000000000001137
384,77.57,7.75,142.5,13.87,-4.928999999999999,300,244,222,7.68,-0.4000000000000057
385,77.77,7.77,142.4,13.22,-5.039,301,246,223,7.7,-0.5
386,77.97,7.79,142.3,12.99,-5.091,301,246,224,7.72,-0.5999999999999943
387,78.17,7.81,142.3,12.73,-5.119,301,246,224,7.74,-0.5999999999999943
388,78.38,7.83,142.2,12.67,-5.155,301,247,224,7.76,-0.700000000000017
389,78.58,7.85,142.2,12.63,-5.202999999999999,301,247,224,7.78,-0.700000000000017
390,78.78,7.87,142.2,12.65,-5.211,302,247,225,7.8,-0.700000000000017
391,78.98,7.89,142.2,12.62,-5.212000000000001,302,247,225,7.82,-0.700000000000017
392,79.18,7.91,142.2,12.73,-5.212000000000001,302,247,225,7.84,-0.700000000000017
393,79.39,7.94,142.2,12.92,-5.212999999999999,302,248,225,7.86,-0.700000000000017
394,79.59,7.96,142.2,13.3,-5.18,302,248,225,7.88,-0.700000000000017
395,79.79,7.98,142.3,14.59,-5.104,302,248,226,7.9,-0.5999999999999943
396,79.99,8.0,142.3,15.27,-5.062,302,249,226,7.92,-0.5999999999999943
397,80.19,8.02,142.5,16.11,-4.989,303,248,226,7.94,-0.4000000000000057
398,80.4,8.04,142.5,16.87,-4.896,303,248,225,7.96,-0.4000000000000057
399,80.6,8.06,142.7,18.89,-4.724,303,246,223,7.98,-0.20000000000001705
400,80.8,8.08,142.9,20.02,-4.605,304,244,222,8.0,0.0
401,81.0,8.1,142.9,21.35,-4.513,305,242,221,8.02,0.0
402,81.2,8.12,143.1,24.23,-4.325,306,240,218,8.040000000000001,0.19999999999998863
403,81.41,8.14,143.2,25.54,-4.258,306,239,217,8.06,0.29999999999998295
404,81.61,8.16,143.2,26.76,-4.178999999999999,305,237,215,8.08,0.29999999999998295
405,81.81,8.18,143.3,27.87,-4.129,306,237,214,8.1,0.4000000000000057
406,82.01,8.2,143.4,29.56,-4.05,306,235,213,8.120000000000001,0.5
407,82.21,8.22,143.4,29.99,-4.015,306,235,213,8.14,0.5
408,82.42,8.24,143.5,30.68,-4.007,305,234,212,8.16,0.5999999999999943
409,82.62,8.26,143.4,31.36,-3.968,305,233,211,8.18,0.5
410,82.82,8.28,143.5,31.53,-3.969,305,233,211,8.2,0.5999999999999943
411,83.02,8.3,143.5,31.52,-3.964,305,233,212,8.22,0.5999999999999943
412,83.22,8.32,143.5,31.64,-3.946,304,233,211,8.24,0.5999999999999943
413,83.43,8.34,143.4,31.63,-3.937,304,233,211,8.26,0.5
414,83.63,8.36,143.5,31.45,-3.9419999999999997,304,233,211,8.28,0.5999999999999943
415,83.83,8.38,143.5,31.52,-3.947,304,233,211,8.3,0.5999999999999943
416,84.03,8.4,143.5,30.64,-3.9530000000000003,303,233,211,8.32,0.5999999999999943
417,84.23,8.42,143.5,29.93,-3.948,304,233,211,8.34,0.5999999999999943
418,84.44,8.44,143.5,29.24,-3.965,304,233,211,8.36,0.5999999999999943
419,84.64,8.46,143.4,27.46,-4.013999999999999,303,233,211,8.38,0.5
420,84.84,8.48,143.4,26.5,-4.026,303,233,211,8.4,0.5
421,85.04,8.5,143.4,25.69,-4.053,303,233,211,8.42,0.5
422,85.24,8.52,143.4,24.54,-4.078,303,233,211,8.44,0.5
423,85.45,8.54,143.3,22.61,-4.149,303,234,212,8.46,0.4000000000000057
424,85.65,8.56,143.3,21.61,-4.1930000000000005,302,234,212,8.48,0.4000000000000057
425,85.85,8.58,143.3,20.67,-4.243,303,235,213,8.5,0.4000000000000057
426,86.05,8.6,143.1,18.97,-4.333,302,236,214,8.52,0.19999999999998863
427,86.25,8.62,143.0,18.25,-4.378,301,237,215,8.540000000000001,0.09999999999999432
428,86.46,8.64,143.0,17.45,-4.4430000000000005,301,238,216,8.56,0.09999999999999432
429,86.66,8.66,142.9,16.18,-4.553,300,240,217,8.58,0.0
430,86.86,8.68,142.8,15.53,-4.638,301,241,219,8.6,-0.09999999999999432
431,87.06,8.7,142.8,14.97,-4.687,300,242,219,8.620000000000001,-0.09999999999999432
432,87.26,8.72,142.8,14.59,-4.753,301,243,220,8.64,-0.09999999999999432
433,87.47,8.74,142.5,13.76,-4.8919999999999995,301,245,222,8.66,-0.4000000000000057
434,87.67,8.76,142.5,13.42,-4.958,301,245,223,8.68,-0.4000000000000057
435,87.87,8.78,142.4,13.18,-5.018,301,246,223,8.700000000000001,-0.5
436,88.07,8.8,142.3,12.85,-5.1160000000000005,301,247,224,8.72,-0.5999999999999943
437,88.27,8.82,142.3,12.52,-5.138,301,247,224,8.74,-0.5999999999999943
438,88.48,8.84,142.3,12.59,-5.16,301,247,224,8.76,-0.5999999999999943
439,88.68,8.86,142.2,12.52,-5.18,301,247,225,8.78,-0.700000000000017
440,88.88,8.88,142.2,12.55,-5.202999999999999,302,248,225,8.8,-0.700000000000017
441,89.08,8.9,142.2,12.59,-5.202000000000001,302,248,225,8.82,-0.700000000000017
442,89.28,8.93,142.2,12.7,-5.2010000000000005,302,248,225,8.84,-0.700000000000017
443,89.49,8.95,142.3,13.48,-5.175,302,247,225,8.86,-0.5999999999999943
444,89.69,8.97,142.3,13.93,-5.138,302,248,226,8.88,-0.5999999999999943
445,89.89,8.99,142.3,14.58,-5.088,302,249,226,8.9,-0.5999999999999943
446,90.09,9.01,142.4,15.35,-5.033,302,249,226,8.92,-0.5
447,90.29,9.03,142.5,16.98,-4.874,303,248,226,8.94,-0.4000000000000057
448,90.5,9.05,142.7,17.82,-4.78,304,247,225,8.96,-0.20000000000001705
449,90.7,9.07,142.7,18.93,-4.691,303,246,224,8.98,-0.20000000000001705
450,90.9,9.09,142.9,21.41,-4.487,305,243,220,9.0,0.0
451,91.1,9.11,143.1,22.81,-4.378,305,241,219,9.02,0.19999999999998863
452,91.3,9.13,143.1,24.15,-4.291,306,240,218,9.040000000000001,0.19999999999998863
453,91.51,9.15,143.3,26.7,-4.159,305,238,215,9.06,0.4000000000000057
454,91.71,9.17,143.3,27.78,-4.095,306,236,216,9.08,0.4000000000000057
455,91.91,9.19,143.3,28.71,-4.062,306,236,214,9.1,0.4000000000000057
456,92.11,9.21,143.4,29.53,-4.042,306,235,213,9.120000000000001,0.5
457,92.31,9.23,143.5,30.63,-3.9819999999999998,305,234,213,9.14,0.5999999999999943
458,92.52,9.25,143.4,30.98,-3.9589999999999996,305,234,212,9.16,0.5
459,92.72,9.27,143.5,31.31,-3.9419999999999997,305,234,212,9.18,0.5999999999999943
460,92.92,9.29,143.4,31.69,-3.937,305,233,212,9.200000000000001,0.5
461,93.12,9.31,143.5,31.51,-3.917,305,233,211,9.22,0.5999999999999943
462,93.32,9.33,143.4,31.52,-3.93,304,233,212,9.24,0.5
463,93.53,9.35,143.5,31.62,-3.9210000000000003,305,232,212,9.26,0.5999999999999943
464,93.73,9.37,143.5,31.51,-3.918,304,233,212,9.28,0.5999999999999943
465,93.93,9.39,143.5,31.2,-3.924,303,233,211,9.3,0.5999999999999943
466,94.13,9.41,143.5,30.69,-3.912,304,233,211,9.32,0.5999999999999943
467,94.33,9.43,143.5,29.3,-3.937,304,233,211,9.34,0.5999999999999943
468,94.54,9.45,143.4,28.42,-3.963,303,233,211,9.36,0.5
469,94.74,9.47,143.5,27.43,-3.9819999999999998,303,233,211,9.38,0.5999999999999943
470,94.94,9.49,143.4,25.59,-4.032,303,233,212,9.4,0.5
471,95.14,9.51,143.4,24.49,-4.053,303,234,212,9.42,0.5
472,95.34,9.53,143.4,23.57,-4.086,303,234,212,9.44,0.5
473,95.55,9.55,143.3,22.52,-4.112,302,234,212,9.46,0.4000000000000057
474,95.75,9.57,143.3,20.72,-4.211,302,235,213,9.48,0.4000000000000057
475,95.95,9.59,143.2,19.73,-4.258,302,235,214,9.5,0.29999999999998295
476,96.15,9.61,143.1,18.89,-4.303,301,236,214,9.52,0.19999999999998863
477,96.35,9.63,143.0,17.42,-4.418,301,238,216,9.540000000000001,0.09999999999999432
478,96.56,9.65,143.0,16.71,-4.47,301,239,217,9.56,0.09999999999999432
479,96.76,9.67,143.0,16.03,-4.534,301,240,218,9.58,0.09999999999999432
480,96.96,9.69,142.9,15.6,-4.609,300,241,219,9.6,0.0
481,97.16,9.71,142.8,14.53,-4.736000000000001,301,243,221,9.620000000000001,-0.09999999999999432
482,97.36,9.73,142.7,14.2,-4.825,301,244,222,9.64,-0.20000000000001705
483,97.57,9.75,142.6,13.79,-4.871,301,245,222,9.66,-0.30000000000001137
484,97.77,9.77,142.5,13.11,-4.987,301,246,223,9.68,-0.4000000000000057
485,97.97,9.79,142.4,12.93,-5.04,301,247,224,9.700000000000001,-0.5
486,98.17,9.81,142.3,12.77,-5.085,301,247,224,9.72,-0.5999999999999943
487,98.37,9.83,142.3,12.67,-5.126,301,248,224,9.74,-0.5999999999999943
488,98.58,9.85,142.3,12.46,-5.1610000000000005,302,247,225,9.76,-0.5999999999999943
489,98.78,9.87,142.3,12.63,-5.159,302,248,225,9.78,-0.5999999999999943
490,98.98,9.89,142.3,12.68,-5.175,302,248,225,9.8,-0.5999999999999943
491,99.18,9.92,142.3,12.67,-5.176,302,248,225,9.82,-0.5999999999999943
492,99.38,9.94,142.2,12.92,-5.1739999999999995,303,249,225,9.84,-0.700000000000017
493,99.59,9.96,142.3,13.28,-5.141,302,248,226,9.86,-0.5999999999999943
494,99.79,9.98,142.3,14.67,-5.062,302,249,226,9.88,-0.5999999999999943
495,99.99,10.0,142.4,15.29,-5.011,303,248,226,9.9,-0.5
496,100.19,10.02,142.5,16.08,-4.927,303,249,226,9.92,-0.4000000000000057
497,100.39,10.04,142.6,16.86,-4.848,303,248,226,9.94,-0.30000000000001137
498,100.6,10.06,142.7,18.94,-4.669,304,246,224,9.96,-0.20000000000001705
499,100.8,10.08,142.8,20.09,-4.5569999999999995,304,245,222,9.98,-0.09999999999999432
500,101.0,10.1,143.0,21.4,-4.452,305,243,221,10.0,0.09999999999999432
501,101.2,10.12,143.2,24.21,-4.27,306,239,218,10.02,0.29999999999998295
502,101.4,10.14,143.2,25.58,-4.194,306,239,217,10.040000000000001,0.29999999999998295
503,101.61,10.16,143.3,26.78,-4.136,306,238,215,10.06,0.4000000000000057
504,101.81,10.18,143.3,27.87,-4.088,306,237,215,10.08,0.4000000000000057
505,102.01,10.2,143.5,29.59,-4.006,306,236,213,10.1,0.5999999999999943
506,102.21,10.22,143.5,30.02,-3.978,305,235,213,10.120000000000001,0.5999999999999943
507,102.41,10.24,143.5,30.54,-3.9530000000000003,305,234,213,10.14,0.5999999999999943
508,102.62,10.26,143.5,31.34,-3.918,305,234,212,10.16,0.5999999999999943
509,102.82,10.28,143.6,31.5,-3.9130000000000003,305,234,212,10.18,0.6999999999999886
510,103.02,10.3,143.5,31.65,-3.909,305,233,212,10.200000000000001,0.5999999999999943
511,103.22,10.32,143.5,31.53,-3.8960000000000004,304,234,212,10.22,0.5999999999999943
512,103.42,10.34,143.5,31.65,-3.8939999999999997,304,234,212,10.24,0.5999999999999943
513,103.63,10.36,143.5,31.5,-3.891,304,233,211,10.26,0.5999999999999943
514,103.83,10.38,143.5,31.51,-3.891,304,234,211,10.28,0.5999999999999943
515,104.03,10.4,143.5,30.67,-3.903,304,233,211,10.3,0.5999999999999943
516,104.23,10.42,143.5,29.81,-3.889,304,233,212,10.32,0.5999999999999943
517,104.43,10.44,143.6,29.26,-3.907,304,233,211,10.34,0.6999999999999886
518,104.64,10.46,143.5,27.53,-3.945,304,233,211,10.36,0.5999999999999943
519,104.84,10.48,143.5,26.54,-3.98,304,233,211,10.38,0.5999999999999943
520,105.04,10.5,143.5,25.5,-4.003,303,233,211,10.4,0.5999999999999943
521,105.24,10.52,143.4,23.49,-4.06,303,234,212,10.42,0.5
522,105.44,10.54,143.4,22.52,-4.09,302,235,212,10.44,0.5
523,105.65,10.56,143.3,21.54,-4.1419999999999995,302,235,213,10.46,0.4000000000000057
524,105.85,10.58,143.3,20.68,-4.196000000000001,301,236,214,10.48,0.4000000000000057
525,106.05,10.6,143.2,19.0,-4.272,302,237,215,10.5,0.29999999999998295
526,106.25,10.62,143.2,18.18,-4.337,302,238,215,10.52,0.29999999999998295
527,106.45,10.64,143.1,17.43,-4.397,301,239,216,10.540000000000001,0.19999999999998863
528,106.66,10.66,143.0,16.29,-4.511,301,240,218,10.56,0.09999999999999432
529,106.86,10.68,142.9,15.63,-4.5969999999999995,301,241,219,10.58,0.0
530,107.06,10.7,142.9,14.98,-4.6419999999999995,300,242,220,10.6,0.0
531,107.26,10.72,142.8,14.52,-4.713,300,244,221,10.620000000000001,-0.09999999999999432
532,107.46,10.74,142.6,13.74,-4.845,300,245,223,10.64,-0.30000000000001137
533,107.67,10.76,142.5,13.5,-4.912,301,246,223,10.66,-0.4000000000000057
534,107.87,10.78,142.5,13.2,-4.97,301,246,224,10.68,-0.4000000000000057
535,108.07,10.8,142.4,12.69,-5.074,301,247,225,10.700000000000001,-0.5
536,108.27,10.82,142.3,12.79,-5.09,301,247,225,10.72,-0.5999999999999943
537,108.47,10.84,142.3,12.58,-5.119,302,248,225,10.74,-0.5999999999999943
538,108.68,10.86,142.3,12.53,-5.121,302,248,225,10.76,-0.5999999999999943
539,108.88,10.88,142.3,12.58,-5.1370000000000005,301,248,226,10.78,-0.5999999999999943
540,109.08,10.91,142.2,12.62,-5.1370000000000005,302,248,226,10.8,-0.700000000000017
541,109.28,10.93,142.3,12.62,-5.144,302,248,225,10.82,-0.5999999999999943
542,109.48,10.95,142.4,13.35,-5.121,302,249,226,10.84,-0.5
543,109.69,10.97,142.4,13.87,-5.066,302,249,226,10.86,-0.5
544,109.89,10.99,142.4,14.49,-5.025,302,249,226,10.88,-0.5
545,110.09,11.01,142.5,16.03,-4.912,303,249,226,10.9,-0.4000000000000057
546,110.29,11.03,142.6,16.94,-4.83,303,248,226,10.92,-0.30000000000001137
547,110.49,11.05,142.7,17.84,-4.746,303,248,225,10.94,-0.20000000000001705
548,110.7,11.07,142.8,19.01,-4.632,304,246,224,10.96,-0.09999999999999432
549,110.9,11.09,143.0,21.37,-4.444,305,243,220,10.98,0.09999999999999432
550,111.1,11.11,143.2,22.77,-4.321000000000001,305,242,220,11.0,0.29999999999998295
551,111.3,11.13,143.2,24.23,-4.244,306,240,218,11.02,0.29999999999998295
552,111.5,11.15,143.4,26.72,-4.092,306,238,216,11.040000000000001,0.5
553,111.71,11.17,143.4,27.85,-4.061,305,237,215,11.06,0.5
554,111.91,11.19,143.4,28.68,-4.013999999999999,306,236,214,11.08,0.5
555,112.11,11.21,143.5,29.59,-3.964,305,235,214,11.1,0.5999999999999943
556,112.31,11.23,143.6,30.67,-3.918,305,235,213,11.120000000000001,0.6999999999999886
557,112.51,11.25,143.5,31.04,-3.912,305,234,213,11.14,0.5999999999999943
558,112.72,11.27,143.6,31.4,-3.898,305,234,212,11.16,0.6999999999999886
559,112.92,11.29,143.5,31.62,-3.8739999999999997,304,234,212,11.18,0.5999999999999943
560,113.12,11.31,143.5,31.6,-3.88,305,234,211,11.200000000000001,0.5999999999999943
561,113.32,11.33,143.6,31.64,-3.864,304,233,212,11.22,0.6999999999999886
562,113.52,11.35,143.6,31.58,-3.866,304,234,212,11.24,0.6999999999999886
563,113.73,11.37,143.6,31.46,-3.8739999999999997,304,233,212,11.26,0.6999999999999886
564,113.93,11.39,143.6,31.31,-3.862,304,234,212,11.28,0.6999999999999886
565,114.13,11.41,143.6,30.66,-3.859,304,234,212,11.3,0.6999999999999886
566,114.33,11.43,143.6,29.26,-3.88,304,233,211,11.32,0.6999999999999886
567,114.53,11.45,143.5,28.42,-3.9019999999999997,303,234,212,11.34,0.5999999999999943
568,114.74,11.47,143.5,27.5,-3.92,303,233,212,11.36,0.5999999999999943
569,114.94,11.49,143.5,25.63,-3.967,303,234,212,11.38,0.5999999999999943
570,115.14,11.51,143.5,24.57,-4.005,303,235,212,11.4,0.5999999999999943
571,115.34,11.53,143.4,23.59,-4.032,303,235,212,11.42,0.5
572,115.54,11.55,143.4,22.42,-4.06,303,235,212,11.44,0.5
573,115.75,11.57,143.3,20.66,-4.158,302,236,214,11.46,0.4000000000000057
574,115.95,11.59,143.2,19.83,-4.208,302,236,214,11.48,0.29999999999998295
575,116.15,11.61,143.2,18.89,-4.247,302,237,215,11.5,0.29999999999998295
576,116.35,11.63,143.1,17.5,-4.359,301,239,216,11.52,0.19999999999998863
577,116.55,11.65,143.1,16.77,-4.439,301,240,218,11.540000000000001,0.19999999999998863
578,116.76,11.67,143.0,16.03,-4.497,301,240,219,11.56,0.09999999999999432
579,116.96,11.69,142.9,15.57,-4.543,300,242,219,11.58,0.0
580,117.16,11.71,142.8,14.57,-4.675,300,244,221,11.6,-0.09999999999999432
581,117.36,11.73,142.7,14.14,-4.742,301,245,222,11.620000000000001,-0.20000000000001705
582,117.56,11.75,142.6,13.75,-4.812,301,245,222,11.64,-0.30000000000001137
583,117.77,11.77,142.5,13.12,-4.914,301,246,224,11.66,-0.4000000000000057
584,117.97,11.79,142.5,12.86,-4.989,301,247,224,11.68,-0.4000000000000057
585,118.17,11.81,142.5,12.68,-5.035,301,247,225,11.700000000000001,-0.4000000000000057
586,118.37,11.83,142.4,12.6,-5.099,301,248,225,11.72,-0.5
587,118.57,11.85,142.4,12.62,-5.1160000000000005,301,248,225,11.74,-0.5
588,118.78,11.87,142.3,12.53,-5.117,302,248,225,11.76,-0.5999999999999943
589,118.98,11.9,142.4,12.68,-5.1160000000000005,302,248,225,11.78,-0.5
590,119.18,11.92,142.4,12.69,-5.111000000000001,302,248,226,11.8,-0.5
591,119.38,11.94,142.4,12.95,-5.122999999999999,302,248,226,11.82,-0.5
592,119.58,11.96,142.4,13.36,-5.098,302,249,226,11.84,-0.5
593,119.79,11.98,142.4,14.64,-5.024,302,249,227,11.86,-0.5
594,119.99,12.0,142.4,15.36,-4.961,302,249,227,11.88,-0.5
595,120.19,12.02,142.5,15.99,-4.881,303,249,227,11.9,-0.4000000000000057
596,120.39,12.04,142.6,16.98,-4.806,303,249,226,11.92,-0.30000000000001137
597,120.59,12.06,142.8,18.91,-4.603,304,246,224,11.94,-0.09999999999999432
598,120.8,12.08,142.9,20.01,-4.492,304,245,223,11.96,0.0
599,121.0,12.1,143.0,21.44,-4.396,305,243,221,11.98,0.09999999999999432
600,121.2,12.12,143.2,24.09,-4.2,306,240,219,12.0,0.29999999999998295
601,121.4,12.14,143.3,25.52,-4.135,306,240,217,12.02,0.4000000000000057
602,121.6,12.16,143.3,26.71,-4.067,306,238,216,12.040000000000001,0.4000000000000057
603,121.81,12.18,143.4,27.85,-4.021,306,237,215,12.06,0.5
604,122.01,12.2,143.6,29.4,-3.948,306,236,214,12.08,0.6999999999999886
605,122.21,12.22,143.6,30.16,-3.9139999999999997,305,235,214,12.1,0.6999999999999886
606,122.41,12.24,143.5,30.71,-3.897,305,235,213,12.120000000000001,0.5999999999999943
607,122.61,12.26,143.6,31.33,-3.855,305,235,213,12.14,0.6999999999999886
608,122.82,12.28,143.5,31.61,-3.85,305,234,213,12.16,0.5999999999999943
609,123.02,12.3,143.7,31.59,-3.83,304,234,212,12.18,0.799999999999983
610,123.22,12.32,143.6,31.62,-3.8339999999999996,304,234,212,12.200000000000001,0.6999999999999886
611,123.42,12.34,143.6,31.5,-3.844,304,234,212,12.22,0.6999999999999886
612,123.62,12.36,143.6,31.52,-3.833,304,234,212,12.24,0.6999999999999886
613,123.83,12.38,143.6,31.37,-3.825,304,234,212,12.26,0.6999999999999886
614,124.03,12.4,143.7,30.68,-3.8369999999999997,304,233,212,12.280000000000001,0.799999999999983
615,124.23,12.42,143.6,30.04,-3.843,304,234,212,12.3,0.6999999999999886
616,124.43,12.44,143.6,29.34,-3.842,304,234,212,12.32,0.6999999999999886
617,124.63,12.46,143.6,27.49,-3.8819999999999997,303,234,212,12.34,0.6999999999999886
618,124.84,12.48,143.5,26.43,-3.9139999999999997,303,234,212,12.36,0.5999999999999943
619,125.04,12.5,143.5,25.43,-3.94,303,234,212,12.38,0.5999999999999943
620,125.24,12.52,143.5,24.6,-3.972,303,234,213,12.4,0.5999999999999943
621,125.44,12.54,143.4,22.46,-4.027,303,235,213,12.42,0.5
622,125.64,12.56,143.5,21.65,-4.08,303,235,213,12.44,0.5999999999999943
623,125.85,12.58,143.3,20.68,-4.12,302,236,214,12.46,0.4000000000000057
624,126.05,12.6,143.2,18.98,-4.226,302,237,215,12.48,0.29999999999998295
625,126.25,12.62,143.2,18.1,-4.27,301,238,216,12.5,0.29999999999998295
626,126.45,12.64,143.1,17.4,-4.3180000000000005,301,239,217,12.52,0.19999999999998863
627,126.65,12.66,143.0,15.94,-4.463,301,241,219,12.540000000000001,0.09999999999999432
628,126.86,12.68,143.0,15.64,-4.5169999999999995,300,242,219,12.56,0.09999999999999432
629,127.06,12.7,142.9,15.08,-4.58,300,243,220,12.58,0.0
