,时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1
4312,148.27,14.82,144.1,12.48,-3.498,298,252,229,86.24,1.1999999999999886
4313,148.47,14.84,144.1,12.48,-3.47,298,252,229,86.26,1.1999999999999886
4314,148.67,14.86,144.1,12.44,-3.486,298,252,229,86.28,1.1999999999999886
4315,148.87,14.89,144.2,12.45,-3.497,299,252,229,86.3,1.299999999999983
4316,149.08,14.91,144.1,12.49,-3.492,298,252,229,86.32000000000001,1.1999999999999886
4317,149.28,14.93,144.1,12.61,-3.4930000000000003,299,252,229,86.34,1.1999999999999886
4318,149.48,14.95,144.1,13.23,-3.497,298,252,230,86.36,1.1999999999999886
4319,149.68,14.97,144.2,13.83,-3.483,299,253,230,86.38,1.299999999999983
4320,149.88,14.99,144.3,14.65,-3.3539999999999996,300,253,230,86.4,1.4000000000000057
4321,150.09,15.01,144.3,16.0,-3.187,299,252,230,86.42,1.4000000000000057
4322,150.29,15.03,144.5,16.85,-3.1069999999999998,299,252,229,86.44,1.5999999999999943
4323,150.49,15.05,144.4,17.93,-2.978,300,250,228,86.46000000000001,1.5
4324,150.69,15.07,144.7,20.39,-2.773,301,248,226,86.48,1.799999999999983
4325,150.89,15.09,144.8,21.7,-2.656,302,246,224,86.5,1.9000000000000057
4326,151.1,15.11,144.9,23.11,-2.57,302,245,223,86.52,2.0
4327,151.3,15.13,144.9,24.79,-2.487,302,244,222,86.54,2.0
4328,151.5,15.15,145.1,27.01,-2.365,302,242,220,86.56,2.1999999999999886
4329,151.7,15.17,145.1,28.05,-2.334,302,241,219,86.58,2.1999999999999886
4330,151.9,15.19,145.1,28.74,-2.286,302,240,218,86.60000000000001,2.1999999999999886
4331,152.11,15.21,145.1,30.1,-2.241,302,239,218,86.62,2.1999999999999886
4332,152.31,15.23,145.2,30.61,-2.205,301,239,217,86.64,2.299999999999983
4333,152.51,15.25,145.2,31.09,-2.201,301,239,217,86.66,2.299999999999983
4334,152.71,15.27,145.2,31.29,-2.1790000000000003,301,238,216,86.68,2.299999999999983
4335,152.91,15.29,145.1,31.7,-2.244,302,238,216,86.7,2.1999999999999886
4336,153.12,15.31,145.2,31.58,-2.19,301,238,216,86.72,2.299999999999983
4337,153.32,15.33,145.3,31.53,-2.153,300,238,216,86.74,2.4000000000000057
4338,153.52,15.35,145.3,31.46,-2.175,301,238,216,86.76,2.4000000000000057
4339,153.72,15.37,145.2,31.44,-2.173,301,238,216,86.78,2.299999999999983
4340,153.92,15.39,145.2,31.15,-2.161,301,238,216,86.8,2.299999999999983
4341,154.13,15.41,145.2,30.56,-2.2359999999999998,301,238,215,86.82000000000001,2.299999999999983
4342,154.33,15.43,145.3,29.14,-2.184,300,238,216,86.84,2.4000000000000057
4343,154.53,15.45,145.2,28.26,-2.198,301,238,216,86.86,2.299999999999983
4344,154.73,15.47,145.3,27.39,-2.221,300,238,216,86.88,2.4000000000000057
4345,154.93,15.49,145.1,25.31,-2.261,300,238,216,86.9,2.1999999999999886
4346,155.14,15.51,145.1,24.53,-2.345,300,238,216,86.92,2.1999999999999886
4347,155.34,15.53,145.2,23.43,-2.3369999999999997,300,239,217,86.94,2.299999999999983
4348,155.54,15.55,145.1,21.42,-2.4130000000000003,299,240,217,86.96000000000001,2.1999999999999886
4349,155.74,15.57,145.0,20.62,-2.444,299,240,218,86.98,2.0999999999999943
4350,155.94,15.59,144.9,19.59,-2.508,299,242,218,87.0,2.0
4351,156.15,15.61,144.9,18.78,-2.56,299,242,219,87.02,2.0
4352,156.35,15.63,144.9,17.08,-2.6489999999999996,298,243,221,87.04,2.0
4353,156.55,15.65,144.7,16.54,-2.781,298,244,221,87.06,1.799999999999983
4354,156.75,15.67,144.7,15.84,-2.8560000000000003,297,244,222,87.08,1.799999999999983
4355,156.95,15.69,144.6,14.82,-2.9219999999999997,298,246,223,87.10000000000001,1.6999999999999886
4356,157.16,15.71,144.5,14.36,-2.998,297,247,224,87.12,1.5999999999999943
4357,157.36,15.73,144.4,13.88,-3.063,297,249,225,87.14,1.5
4358,157.56,15.75,144.4,13.65,-3.122,297,249,227,87.16,1.5
4359,157.76,15.77,144.3,12.91,-3.3089999999999997,297,250,227,87.18,1.4000000000000057
4360,157.96,15.79,144.2,12.84,-3.3939999999999997,298,251,228,87.2,1.299999999999983
4361,158.17,15.81,144.1,12.53,-3.403,298,251,228,87.22,1.1999999999999886
4362,158.37,15.83,144.1,12.36,-3.44,298,252,230,87.24,1.1999999999999886
4363,158.57,15.85,144.1,12.42,-3.457,298,252,229,87.26,1.1999999999999886
4364,158.77,15.88,144.1,12.25,-3.4530000000000003,298,252,229,87.28,1.1999999999999886
4365,158.97,15.9,144.1,12.69,-3.4619999999999997,299,252,229,87.3,1.1999999999999886
4366,159.18,15.92,144.1,12.57,-3.464,298,253,229,87.32000000000001,1.1999999999999886
4367,159.38,15.94,144.1,12.78,-3.448,299,252,230,87.34,1.1999999999999886
4368,159.58,15.96,144.2,13.28,-3.426,298,253,230,87.36,1.299999999999983
4369,159.78,15.98,144.2,14.43,-3.31,298,253,230,87.38,1.299999999999983
4370,159.98,16.0,144.3,15.25,-3.237,299,253,230,87.4,1.4000000000000057
4371,160.19,16.02,144.4,16.07,-3.154,299,252,230,87.42,1.5
4372,160.39,16.04,144.5,17.91,-2.964,300,251,228,87.44,1.5999999999999943
4373,160.59,16.06,144.6,19.19,-2.8369999999999997,300,250,227,87.46000000000001,1.6999999999999886
4374,160.79,16.08,144.6,20.28,-2.78,301,248,225,87.48,1.6999999999999886
4375,160.99,16.1,144.8,21.81,-2.705,302,246,224,87.5,1.9000000000000057
4376,161.2,16.12,144.9,24.63,-2.4619999999999997,302,244,222,87.52,2.0
4377,161.4,16.14,145.0,25.81,-2.399,303,243,220,87.54,2.0999999999999943
4378,161.6,16.16,145.0,26.83,-2.3369999999999997,302,241,219,87.56,2.0999999999999943
4379,161.8,16.18,145.2,28.99,-2.282,303,240,218,87.58,2.299999999999983
4380,162.0,16.2,145.2,29.53,-2.239,302,240,218,87.60000000000001,2.299999999999983
4381,162.21,16.22,145.2,30.15,-2.207,302,239,218,87.62,2.299999999999983
4382,162.41,16.24,145.2,30.75,-2.1919999999999997,302,239,216,87.64,2.299999999999983
4383,162.61,16.26,145.3,31.41,-2.181,302,239,216,87.66,2.4000000000000057
4384,162.81,16.28,145.3,31.47,-2.145,302,238,217,87.68,2.4000000000000057
4385,163.01,16.3,145.3,31.55,-2.166,301,238,216,87.7,2.4000000000000057
4386,163.22,16.32,145.2,31.57,-2.16,301,238,217,87.72,2.299999999999983
4387,163.42,16.34,145.2,31.52,-2.145,301,238,216,87.74,2.299999999999983
4388,163.62,16.36,145.3,31.52,-2.155,301,238,216,87.76,2.4000000000000057
4389,163.82,16.38,145.2,31.15,-2.185,300,238,216,87.78,2.299999999999983
4390,164.02,16.4,145.3,30.57,-2.144,300,238,216,87.8,2.4000000000000057
4391,164.23,16.42,145.3,29.83,-2.16,300,238,215,87.82000000000001,2.4000000000000057
4392,164.43,16.44,145.2,29.13,-2.164,300,238,216,87.84,2.299999999999983
4393,164.63,16.46,145.2,27.32,-2.197,300,238,216,87.86,2.299999999999983
4394,164.83,16.48,145.2,26.3,-2.221,300,238,217,87.88,2.299999999999983
4395,165.03,16.5,145.2,25.39,-2.32,300,238,216,87.9,2.299999999999983
4396,165.24,16.52,145.1,23.33,-2.303,299,239,217,87.92,2.1999999999999886
4397,165.44,16.54,145.1,22.53,-2.34,299,239,217,87.94,2.1999999999999886
4398,165.64,16.56,145.0,21.57,-2.416,299,240,217,87.96000000000001,2.0999999999999943
4399,165.84,16.58,145.1,20.52,-2.449,299,241,217,87.98,2.1999999999999886
4400,166.04,16.6,145.0,18.8,-2.532,299,241,219,88.0,2.0999999999999943
4401,166.25,16.62,144.8,18.05,-2.616,298,242,220,88.02,1.9000000000000057
4402,166.45,16.64,144.8,17.29,-2.702,298,243,221,88.04,1.9000000000000057
4403,166.65,16.66,144.7,15.93,-2.758,297,245,222,88.06,1.799999999999983
4404,166.85,16.68,144.7,15.23,-2.908,297,246,222,88.08,1.799999999999983
4405,167.05,16.7,144.7,14.79,-2.9530000000000003,298,247,225,88.10000000000001,1.799999999999983
4406,167.26,16.72,144.5,13.89,-3.0239999999999996,297,249,226,88.12,1.5999999999999943
4407,167.46,16.74,144.4,13.54,-3.1189999999999998,297,249,226,88.14,1.5
4408,167.66,16.76,144.4,13.22,-3.194,297,249,227,88.16,1.5
4409,167.86,16.78,144.3,13.08,-3.233,297,250,228,88.18,1.4000000000000057
4410,168.06,16.8,144.2,12.55,-3.344,298,251,228,88.2,1.299999999999983
4411,168.27,16.82,144.2,12.37,-3.3939999999999997,298,252,228,88.22,1.299999999999983
4412,168.47,16.84,144.2,12.4,-3.406,298,251,228,88.24,1.299999999999983
4413,168.67,16.87,144.1,12.38,-3.475,299,252,230,88.26,1.1999999999999886
4414,168.87,16.89,144.1,12.4,-3.428,298,253,229,88.28,1.1999999999999886
4415,169.07,16.91,144.1,12.48,-3.4360000000000004,298,253,228,88.3,1.1999999999999886
4416,169.28,16.93,144.1,12.45,-3.4210000000000003,298,251,229,88.32000000000001,1.1999999999999886
4417,169.48,16.95,144.2,13.19,-3.3680000000000003,299,252,230,88.34,1.299999999999983
4418,169.68,16.97,144.3,13.82,-3.3139999999999996,298,253,230,88.36,1.4000000000000057
4419,169.88,16.99,144.3,14.41,-3.2739999999999996,298,252,230,88.38,1.4000000000000057
4420,170.08,17.01,144.3,16.08,-3.201,300,253,229,88.4,1.4000000000000057
4421,170.29,17.03,144.4,16.97,-3.094,300,252,229,88.42,1.5
4422,170.49,17.05,144.5,17.84,-2.9130000000000003,300,250,229,88.44,1.5999999999999943
4423,170.69,17.07,144.7,20.38,-2.71,301,248,225,88.46000000000001,1.799999999999983
4424,170.89,17.09,144.9,21.67,-2.635,301,246,224,88.48,2.0
4425,171.09,17.11,144.9,23.17,-2.515,302,245,223,88.5,2.0
4426,171.3,17.13,144.9,24.58,-2.423,302,244,222,88.52,2.0
4427,171.5,17.15,145.1,26.96,-2.35,302,242,220,88.54,2.1999999999999886
4428,171.7,17.17,145.2,28.15,-2.323,302,241,219,88.56,2.299999999999983
4429,171.9,17.19,145.1,28.78,-2.219,302,240,218,88.58,2.1999999999999886
4430,172.1,17.21,145.2,30.16,-2.222,302,239,218,88.60000000000001,2.299999999999983
4431,172.31,17.23,145.3,30.74,-2.177,302,239,217,88.62,2.4000000000000057
4432,172.51,17.25,145.2,30.97,-2.116,301,239,217,88.64,2.299999999999983
4433,172.71,17.27,145.2,31.23,-2.171,302,239,216,88.66,2.299999999999983
4434,172.91,17.29,145.3,31.49,-2.079,301,239,216,88.68,2.4000000000000057
4435,173.11,17.31,145.3,31.61,-2.109,301,238,216,88.7,2.4000000000000057
4436,173.32,17.33,145.3,31.64,-2.145,301,238,216,88.72,2.4000000000000057
4437,173.52,17.35,145.2,31.49,-2.131,300,238,216,88.74,2.299999999999983
4438,173.72,17.37,145.3,31.4,-2.08,300,238,216,88.76,2.4000000000000057
4439,173.92,17.39,145.3,31.23,-2.073,301,238,216,88.78,2.4000000000000057
4440,174.12,17.41,145.3,30.51,-2.155,301,238,216,88.8,2.4000000000000057
4441,174.33,17.43,145.2,29.21,-2.124,300,238,216,88.82000000000001,2.299999999999983
4442,174.53,17.45,145.3,28.4,-2.144,300,238,216,88.84,2.4000000000000057
4443,174.73,17.47,145.2,27.29,-2.235,300,238,216,88.86,2.299999999999983
4444,174.93,17.49,145.2,25.38,-2.184,300,238,216,88.88,2.299999999999983
4445,175.13,17.51,145.2,24.38,-2.286,299,238,216,88.9,2.299999999999983
4446,175.34,17.53,145.1,23.49,-2.336,300,239,216,88.92,2.1999999999999886
4447,175.54,17.55,145.0,21.53,-2.379,299,240,218,88.94,2.0999999999999943
4448,175.74,17.57,145.0,20.39,-2.426,299,240,218,88.96000000000001,2.0999999999999943
4449,175.94,17.59,145.0,19.51,-2.445,299,241,218,88.98,2.0999999999999943
4450,176.14,17.61,144.9,18.66,-2.5180000000000002,299,241,219,89.0,2.0
4451,176.35,17.63,144.9,17.36,-2.6689999999999996,298,243,221,89.02,2.0
4452,176.55,17.65,144.8,16.64,-2.675,298,243,221,89.04,1.9000000000000057
4453,176.75,17.67,144.8,15.73,-2.719,297,245,222,89.06,1.9000000000000057
4454,176.95,17.69,144.7,14.74,-2.8539999999999996,298,246,224,89.08,1.799999999999983
4455,177.15,17.71,144.6,14.38,-2.925,297,247,225,89.10000000000001,1.6999999999999886
4456,177.36,17.73,144.4,13.9,-3.033,297,248,225,89.12,1.5
4457,177.56,17.75,144.4,13.54,-3.1060000000000003,297,249,227,89.14,1.5
4458,177.76,17.77,144.3,12.93,-3.198,297,251,227,89.16,1.4000000000000057
4459,177.96,17.79,144.3,12.8,-3.303,298,251,228,89.18,1.4000000000000057
4460,178.16,17.81,144.2,12.47,-3.2880000000000003,298,251,228,89.2,1.299999999999983
4461,178.37,17.83,144.2,12.39,-3.345,298,252,228,89.22,1.299999999999983
4462,178.57,17.86,144.2,12.48,-3.435,298,251,230,89.24,1.299999999999983
4463,178.77,17.88,144.2,12.5,-3.4560000000000004,298,252,229,89.26,1.299999999999983
4464,178.97,17.9,144.2,12.52,-3.387,299,252,229,89.28,1.299999999999983
4465,179.17,17.92,144.2,12.6,-3.4010000000000002,299,252,229,89.3,1.299999999999983
4466,179.38,17.94,144.2,12.66,-3.4010000000000002,298,252,229,89.32000000000001,1.299999999999983
4467,179.58,17.96,144.1,13.31,-3.4410000000000003,298,253,230,89.34,1.1999999999999886
4468,179.78,17.98,144.3,14.48,-3.242,299,254,230,89.36,1.4000000000000057
4469,179.98,18.0,144.3,15.23,-3.16,299,253,230,89.38,1.4000000000000057
4470,180.18,18.02,144.5,16.03,-3.1039999999999996,299,253,230,89.4,1.5999999999999943
4471,180.39,18.04,144.6,17.86,-2.863,300,251,228,89.42,1.6999999999999886
4472,180.59,18.06,144.7,18.98,-2.7880000000000003,300,249,227,89.44,1.799999999999983
4473,180.79,18.08,144.7,20.33,-2.7260000000000004,300,248,225,89.46000000000001,1.799999999999983
4474,180.99,18.1,144.9,21.76,-2.576,301,246,224,89.48,2.0
4475,181.19,18.12,145.0,24.54,-2.439,302,243,221,89.5,2.0999999999999943
4476,181.4,18.14,145.1,25.85,-2.36,302,242,220,89.52,2.1999999999999886
4477,181.6,18.16,145.1,27.02,-2.273,302,242,219,89.54,2.1999999999999886
4478,181.8,18.18,145.2,28.94,-2.2319999999999998,302,240,218,89.56,2.299999999999983
4479,182.0,18.2,145.2,29.67,-2.14,302,240,217,89.58,2.299999999999983
4480,182.2,18.22,145.3,30.24,-2.182,302,239,218,89.60000000000001,2.4000000000000057
4481,182.41,18.24,145.3,30.94,-2.1390000000000002,301,239,217,89.62,2.4000000000000057
4482,182.61,18.26,145.3,31.19,-2.092,301,239,216,89.64,2.4000000000000057
4483,182.81,18.28,145.3,31.53,-2.05,301,238,216,89.66,2.4000000000000057
4484,183.01,18.3,145.3,31.49,-2.05,301,238,216,89.68,2.4000000000000057
4485,183.21,18.32,145.3,31.64,-2.049,301,238,216,89.7,2.4000000000000057
4486,183.42,18.34,145.3,31.47,-2.06,301,238,217,89.72,2.4000000000000057
4487,183.62,18.36,145.3,31.48,-2.053,301,238,216,89.74,2.4000000000000057
4488,183.82,18.38,145.3,31.11,-2.049,300,238,215,89.76,2.4000000000000057
4489,184.02,18.4,145.3,30.65,-2.079,300,238,216,89.78,2.4000000000000057
4490,184.22,18.42,145.3,29.96,-2.077,300,238,215,89.8,2.4000000000000057
4491,184.43,18.44,145.3,29.06,-2.178,300,238,215,89.82000000000001,2.4000000000000057
4492,184.63,18.46,145.3,27.23,-2.1590000000000003,300,238,216,89.84,2.4000000000000057
4493,184.83,18.48,145.2,26.46,-2.156,300,238,216,89.86,2.299999999999983
4494,185.03,18.5,145.2,25.53,-2.228,300,238,216,89.88,2.299999999999983
4495,185.23,18.52,145.2,23.41,-2.296,299,239,216,89.9,2.299999999999983
4496,185.44,18.54,145.1,22.37,-2.325,299,239,217,89.92,2.1999999999999886
4497,185.64,18.56,145.1,21.51,-2.306,299,240,218,89.94,2.1999999999999886
4498,185.84,18.58,145.0,19.7,-2.498,299,241,219,89.96000000000001,2.0999999999999943
4499,186.04,18.6,145.0,18.59,-2.468,299,241,219,89.98,2.0999999999999943
4500,186.24,18.62,145.0,18.12,-2.491,297,242,220,90.0,2.0999999999999943
4501,186.45,18.64,144.8,17.3,-2.608,298,243,220,90.02,1.9000000000000057
4502,186.65,18.66,144.8,15.89,-2.687,297,245,221,90.04,1.9000000000000057
4503,186.85,18.68,144.7,15.29,-2.7910000000000004,297,246,223,90.06,1.799999999999983
4504,187.05,18.7,144.7,14.76,-2.8360000000000003,297,246,223,90.08,1.799999999999983
4505,187.25,18.72,144.5,13.82,-3.013,298,249,226,90.10000000000001,1.5999999999999943
4506,187.46,18.74,144.5,13.57,-3.012,297,249,227,90.12,1.5999999999999943
4507,187.66,18.76,144.4,13.22,-3.091,296,250,227,90.14,1.5
4508,187.86,18.78,144.4,12.93,-3.137,297,251,227,90.16,1.5
4509,188.06,18.8,144.3,12.56,-3.306,298,251,229,90.18,1.4000000000000057
4510,188.26,18.82,144.3,12.43,-3.377,298,252,229,90.2,1.4000000000000057
4511,188.47,18.85,144.2,12.39,-3.408,298,251,229,90.22,1.299999999999983
4512,188.67,18.87,144.2,12.51,-3.4619999999999997,298,253,230,90.24,1.299999999999983
4513,188.87,18.89,144.2,12.58,-3.4530000000000003,298,252,229,90.26,1.299999999999983
4514,189.07,18.91,144.1,12.54,-3.4530000000000003,299,252,228,90.28,1.1999999999999886
4515,189.27,18.93,144.2,12.51,-3.4219999999999997,298,252,230,90.3,1.299999999999983
4516,189.48,18.95,144.2,13.35,-3.34,299,253,230,90.32000000000001,1.299999999999983
4517,189.68,18.97,144.2,13.73,-3.283,298,253,230,90.34,1.299999999999983
4518,189.88,18.99,144.3,14.57,-3.237,298,253,230,90.36,1.4000000000000057
4519,190.08,19.01,144.4,16.12,-3.0669999999999997,300,252,230,90.38,1.5
4520,190.28,19.03,144.4,16.95,-2.98,300,252,229,90.4,1.5
4521,190.49,19.05,144.6,17.87,-2.8489999999999998,300,251,228,90.42,1.6999999999999886
4522,190.69,19.07,144.8,20.35,-2.653,301,248,225,90.44,1.9000000000000057
4523,190.89,19.09,144.8,21.61,-2.555,301,246,224,90.46000000000001,1.9000000000000057
4524,191.09,19.11,144.9,23.2,-2.452,302,245,223,90.48,2.0
4525,191.29,19.13,145.0,24.5,-2.38,302,244,222,90.5,2.0999999999999943
4526,191.5,19.15,145.1,27.0,-2.313,302,242,220,90.52,2.1999999999999886
4527,191.7,19.17,145.1,28.03,-2.296,302,241,219,90.54,2.1999999999999886
4528,191.9,19.19,145.2,28.81,-2.249,302,240,219,90.56,2.299999999999983
4529,192.1,19.21,145.2,30.16,-2.142,302,239,217,90.58,2.299999999999983
4530,192.3,19.23,145.3,30.52,-2.1069999999999998,302,239,217,90.60000000000001,2.4000000000000057
4531,192.51,19.25,145.3,31.03,-2.104,301,239,217,90.62,2.4000000000000057
4532,192.71,19.27,145.3,31.32,-2.08,301,238,217,90.64,2.4000000000000057
4533,192.91,19.29,145.3,31.65,-2.059,301,239,216,90.66,2.4000000000000057
4534,193.11,19.31,145.4,31.62,-2.065,301,238,216,90.68,2.5
4535,193.31,19.33,145.3,31.69,-2.0780000000000003,301,238,216,90.7,2.4000000000000057
4536,193.52,19.35,145.3,31.34,-2.077,301,238,216,90.72,2.4000000000000057
4537,193.72,19.37,145.3,31.41,-2.0669999999999997,301,238,216,90.74,2.4000000000000057
4538,193.92,19.39,145.3,31.22,-2.06,300,238,216,90.76,2.4000000000000057
4539,194.12,19.41,145.3,29.92,-2.064,301,238,215,90.78,2.4000000000000057
4540,194.32,19.43,145.3,29.21,-2.085,300,238,216,90.8,2.4000000000000057
4541,194.53,19.45,145.3,28.35,-2.113,300,238,216,90.82000000000001,2.4000000000000057
4542,194.73,19.47,145.2,27.21,-2.131,299,238,216,90.84,2.299999999999983
4543,194.93,19.49,145.2,25.39,-2.162,300,238,216,90.86,2.299999999999983
4544,195.13,19.51,145.2,24.47,-2.249,300,238,216,90.88,2.299999999999983
4545,195.33,19.53,145.1,23.46,-2.32,300,239,216,90.9,2.1999999999999886
4546,195.54,19.55,145.1,21.46,-2.311,299,240,218,90.92,2.1999999999999886
4547,195.74,19.57,145.1,20.51,-2.347,299,240,218,90.94,2.1999999999999886
4548,195.94,19.59,145.0,19.54,-2.397,299,241,218,90.96000000000001,2.0999999999999943
4549,196.14,19.61,144.9,18.64,-2.452,298,242,219,90.98,2.0
4550,196.34,19.63,144.8,16.98,-2.568,298,243,220,91.0,1.9000000000000057
4551,196.55,19.65,144.8,16.43,-2.616,297,244,221,91.02,1.9000000000000057
4552,196.75,19.67,144.8,16.07,-2.688,297,244,222,91.04,1.9000000000000057
4553,196.95,19.69,144.6,14.73,-2.904,297,247,223,91.06,1.6999999999999886
4554,197.15,19.71,144.6,14.37,-2.977,297,248,225,91.08,1.6999999999999886
4555,197.35,19.73,144.6,13.88,-3.042,297,249,225,91.10000000000001,1.6999999999999886
4556,197.56,19.75,144.4,13.5,-3.096,297,249,226,91.12,1.5
4557,197.76,19.77,144.4,13.03,-3.1660000000000004,297,250,227,91.14,1.5
4558,197.96,19.79,144.3,12.86,-3.2289999999999996,297,251,228,91.16,1.4000000000000057
4559,198.16,19.81,144.3,12.59,-3.2769999999999997,298,251,228,91.18,1.4000000000000057
4560,198.36,19.84,144.2,12.55,-3.428,298,252,228,91.2,1.299999999999983
4561,198.57,19.86,144.2,12.45,-3.447,298,252,229,91.22,1.299999999999983
4562,198.77,19.88,144.2,12.42,-3.383,298,253,229,91.24,1.299999999999983
4563,198.97,19.9,144.3,12.66,-3.384,298,252,229,91.26,1.4000000000000057
4564,199.17,19.92,144.2,12.73,-3.373,298,252,229,91.28,1.299999999999983
4565,199.37,19.94,144.2,12.78,-3.3710000000000004,298,252,230,91.3,1.299999999999983
4566,199.58,19.96,144.1,13.28,-3.3280000000000003,300,252,230,91.32000000000001,1.1999999999999886
4567,199.78,19.98,144.3,14.48,-3.241,299,253,230,91.34,1.4000000000000057
4568,199.98,20.0,144.3,15.15,-3.165,299,252,230,91.36,1.4000000000000057
4569,200.18,20.02,144.4,16.06,-3.075,300,253,230,91.38,1.5
4570,200.38,20.04,144.5,17.93,-2.8539999999999996,300,251,228,91.4,1.5999999999999943
4571,200.59,20.06,144.7,19.01,-2.762,300,250,227,91.42,1.799999999999983
4572,200.79,20.08,144.8,20.44,-2.713,301,248,225,91.44,1.9000000000000057
4573,200.99,20.1,144.8,21.81,-2.636,301,246,224,91.46000000000001,1.9000000000000057
4574,201.19,20.12,145.0,24.49,-2.4330000000000003,302,243,222,91.48,2.0999999999999943
4575,201.39,20.14,145.1,26.0,-2.351,302,243,221,91.5,2.1999999999999886
4576,201.6,20.16,145.1,26.89,-2.2680000000000002,303,242,220,91.52,2.1999999999999886
4577,201.8,20.18,145.2,28.97,-2.174,302,241,219,91.54,2.299999999999983
4578,202.0,20.2,145.3,29.62,-2.14,302,240,218,91.56,2.4000000000000057
4579,202.2,20.22,145.3,30.19,-2.101,302,239,217,91.58,2.4000000000000057
4580,202.4,20.24,145.3,31.07,-2.064,301,238,217,91.60000000000001,2.4000000000000057
4581,202.61,20.26,145.3,31.36,-2.057,301,238,216,91.62,2.4000000000000057
4582,202.81,20.28,145.3,31.46,-2.129,302,239,216,91.64,2.4000000000000057
4583,203.01,20.3,145.3,31.65,-2.062,301,239,216,91.66,2.4000000000000057
4584,203.21,20.32,145.3,31.65,-2.0869999999999997,301,238,216,91.68,2.4000000000000057
4585,203.41,20.34,145.3,31.53,-2.106,301,238,216,91.7,2.4000000000000057
4586,203.62,20.36,145.4,31.43,-2.1,300,238,216,91.72,2.5
4587,203.82,20.38,145.3,31.14,-2.0380000000000003,300,238,216,91.74,2.4000000000000057
4588,204.02,20.4,145.3,30.46,-2.0580000000000003,300,238,216,91.76,2.4000000000000057
4589,204.22,20.42,145.3,29.93,-2.062,300,238,215,91.78,2.4000000000000057
4590,204.42,20.44,145.3,29.16,-2.162,300,238,216,91.8,2.4000000000000057
4591,204.63,20.46,145.3,27.25,-2.114,300,238,216,91.82000000000001,2.4000000000000057
4592,204.83,20.48,145.3,26.33,-2.126,300,238,216,91.84,2.4000000000000057
4593,205.03,20.5,145.3,25.44,-2.25,300,238,216,91.86,2.4000000000000057
4594,205.23,20.52,145.2,23.41,-2.29,299,239,217,91.88,2.299999999999983
4595,205.43,20.54,145.1,22.44,-2.325,300,239,216,91.9,2.1999999999999886
4596,205.64,20.56,145.2,21.56,-2.372,299,239,217,91.92,2.299999999999983
4597,205.84,20.58,145.0,19.54,-2.458,299,241,219,91.94,2.0999999999999943
4598,206.04,20.6,145.0,18.66,-2.426,299,241,219,91.96000000000001,2.0999999999999943
4599,206.24,20.62,144.9,17.93,-2.485,298,242,220,91.98,2.0
4600,206.44,20.64,144.9,17.27,-2.542,297,243,220,92.0,2.0
4601,206.65,20.66,144.8,15.92,-2.7089999999999996,297,245,222,92.02,1.9000000000000057
4602,206.85,20.68,144.7,15.35,-2.8289999999999997,298,245,223,92.04,1.799999999999983
4603,207.05,20.7,144.7,14.72,-2.884,297,247,224,92.06,1.799999999999983
4604,207.25,20.72,144.6,13.98,-3.0010000000000003,297,248,226,92.08,1.6999999999999886
4605,207.45,20.74,144.5,13.65,-3.0,297,249,227,92.10000000000001,1.5999999999999943
4606,207.66,20.76,144.4,13.28,-3.1,298,250,227,92.12,1.5
4607,207.86,20.78,144.4,12.99,-3.1660000000000004,298,251,228,92.14,1.5
4608,208.06,20.8,144.3,12.6,-3.326,298,251,229,92.16,1.4000000000000057
4609,208.26,20.82,144.3,12.44,-3.367,298,252,229,92.18,1.4000000000000057
4610,208.46,20.85,144.3,12.51,-3.415,298,253,228,92.2,1.4000000000000057
4611,208.67,20.87,144.2,12.58,-3.355,298,252,229,92.22,1.299999999999983
4612,208.87,20.89,144.2,12.56,-3.358,298,253,229,92.24,1.299999999999983
4613,209.07,20.91,144.2,12.6,-3.3680000000000003,298,252,229,92.26,1.299999999999983
4614,209.27,20.93,144.2,12.6,-3.342,299,252,229,92.28,1.299999999999983
4615,209.47,20.95,144.2,13.34,-3.3080000000000003,299,253,230,92.3,1.299999999999983
4616,209.68,20.97,144.2,13.94,-3.259,298,253,230,92.32000000000001,1.299999999999983
4617,209.88,20.99,144.3,14.61,-3.2,299,253,230,92.34,1.4000000000000057
4618,210.08,21.01,144.4,16.05,-3.136,299,253,230,92.36,1.5
4619,210.28,21.03,144.5,16.96,-3.0,300,252,230,92.38,1.5999999999999943
4620,210.48,21.05,144.6,18.05,-2.843,300,251,228,92.4,1.6999999999999886
4621,210.69,21.07,144.8,20.27,-2.614,301,247,225,92.42,1.9000000000000057
4622,210.89,21.09,144.9,21.54,-2.515,301,246,225,92.44,2.0
4623,211.09,21.11,145.0,23.24,-2.434,302,245,222,92.46000000000001,2.0999999999999943
4624,211.29,21.13,145.1,24.6,-2.352,302,244,222,92.48,2.1999999999999886
4625,211.49,21.15,145.2,27.09,-2.242,302,242,219,92.5,2.299999999999983
4626,211.7,21.17,145.2,27.94,-2.198,302,241,218,92.52,2.299999999999983
4627,211.9,21.19,145.3,28.79,-2.1519999999999997,302,240,218,92.54,2.4000000000000057
4628,212.1,21.21,145.3,30.21,-2.092,302,239,218,92.56,2.4000000000000057
4629,212.3,21.23,145.3,30.51,-2.068,302,239,217,92.58,2.4000000000000057
4630,212.5,21.25,145.3,31.09,-2.127,302,239,217,92.60000000000001,2.4000000000000057
