,时间,振次,轴位移,力,应力,变形,侧位移,围压,孔压,反压,体变,小体变
20837,209.27,420.88,121.7,14.46,20,4.643,237.4,300,248,225,2116,-7.1
20838,209.47,420.90000000000003,121.5,14.41,21,4.63,237.4,301,248,225,2116,-7.6
20839,209.68,420.92,121.6,14.55,21,4.647,237.2,301,248,226,2114,-7.0
20840,209.88,420.94,121.5,14.95,22,4.668,237.3,301,248,226,2117,-7.4
20841,210.08,420.96000000000004,121.7,15.61,22,4.691,236.8,301,248,226,2117,-7.5
20842,210.28,420.98,121.6,16.11,24,4.742,237.1,300,249,226,2118,-7.1
20843,210.48,421.0,121.6,17.34,26,4.831,237.0,302,248,226,2115,-7.0
20844,210.69,421.02,121.8,18.15,27,4.883,237.2,301,248,226,2116,-7.1
20845,210.89,421.04,121.8,19.02,28,4.931,237.4,301,249,225,2117,-7.0
20846,211.09,421.06,121.8,20.66,30,5.034,237.6,302,246,225,2117,-7.1
20847,211.29,421.08,121.8,21.47,32,5.0969999999999995,237.6,302,246,224,2119,-7.5
20848,211.49,421.1,121.8,22.42,33,5.13,237.8,302,246,224,2117,-7.4
20849,211.7,421.12,121.9,23.26,35,5.178,237.9,303,245,223,2117,-7.4
20850,211.9,421.14,122.0,24.79,35,5.2589999999999995,237.7,303,244,222,2117,-7.3
20851,212.1,421.16,122.0,25.44,37,5.269,237.4,303,244,222,2117,-7.4
20852,212.3,421.18,122.1,26.06,38,5.301,237.5,303,244,222,2116,-7.5
20853,212.5,421.2,122.1,27.0,39,5.34,237.1,303,244,221,2117,-7.4
20854,212.71,421.22,122.1,27.19,39,5.359,237.1,303,244,221,2116,-7.4
20855,212.91,421.24,122.2,27.67,39,5.3629999999999995,237.0,303,243,220,2117,-7.6
20856,213.11,421.26,122.1,27.95,39,5.382999999999999,237.0,303,243,221,2119,-7.3
20857,213.31,421.28000000000003,122.2,28.09,40,5.377999999999999,237.1,304,242,221,2116,-7.1
20858,213.51,421.3,122.1,28.07,39,5.407,237.0,303,243,221,2118,-7.1
20859,213.72,421.32,122.2,28.19,40,5.4079999999999995,237.4,303,243,221,2118,-7.4
20860,213.92,421.34000000000003,122.1,28.06,40,5.398,237.4,303,243,221,2117,-7.6
20861,214.12,421.36,122.3,27.97,40,5.41,237.5,302,243,221,2116,-7.4
20862,214.32,421.38,122.2,27.99,40,5.401,237.5,303,243,220,2115,-7.4
20863,214.52,421.40000000000003,122.0,27.54,38,5.405,237.5,303,243,220,2116,-7.0
20864,214.73,421.42,122.2,26.95,38,5.394,237.6,303,243,221,2118,-7.6
20865,214.93,421.44,122.1,26.51,36,5.374,237.5,303,243,220,2116,-7.5
20866,215.13,421.46000000000004,122.1,25.74,35,5.367999999999999,237.5,303,243,220,2117,-7.4
20867,215.33,421.48,122.2,24.32,34,5.33,237.5,303,243,221,2116,-7.1
20868,215.53,421.5,122.1,23.65,33,5.292999999999999,237.1,303,243,221,2117,-7.6
20869,215.74,421.52,122.1,22.88,31,5.269,237.0,302,243,221,2116,-7.4
20870,215.94,421.54,122.0,21.38,30,5.215,237.3,302,243,221,2116,-7.3
20871,216.14,421.56,121.9,20.79,28,5.187,237.1,302,244,221,2117,-7.3
20872,216.34,421.58,121.9,20.05,27,5.151,237.1,302,244,221,2117,-7.4
20873,216.54,421.6,121.9,19.37,26,5.122000000000001,237.0,302,244,222,2117,-7.4
20874,216.75,421.62,122.0,18.23,25,5.031000000000001,237.2,301,245,223,2120,-7.3
20875,216.95,421.64,121.8,17.54,24,5.01,237.4,301,245,223,2116,-7.0
20876,217.15,421.66,121.8,17.06,23,4.968,237.3,301,246,223,2115,-7.3
20877,217.35,421.68,121.8,16.1,23,4.891,237.8,301,247,224,2117,-7.6
20878,217.55,421.7,121.8,15.69,22,4.8469999999999995,237.5,301,246,225,2117,-7.3
20879,217.76,421.72,121.8,15.44,21,4.828,237.7,301,247,225,2115,-7.1
20880,217.96,421.75,121.7,14.82,21,4.738,237.5,300,248,225,2118,-7.1
20881,218.16,421.77,121.7,14.72,21,4.708,237.4,301,247,225,2116,-7.3
20882,218.36,421.79,121.7,14.5,20,4.692,237.3,301,248,225,2115,-7.3
20883,218.56,421.81,121.7,14.4,20,4.671,237.3,301,248,225,2116,-7.6
20884,218.77,421.83,121.5,14.3,21,4.6530000000000005,237.0,301,248,225,2117,-7.5
20885,218.97,421.85,121.7,14.39,20,4.666,237.1,301,248,226,2119,-7.1
20886,219.17,421.87,121.6,14.33,21,4.667,237.0,301,248,226,2117,-7.4
20887,219.37,421.89,121.8,14.38,21,4.665,237.1,301,248,226,2117,-7.4
20888,219.57,421.91,121.6,14.43,21,4.662,237.0,301,248,226,2117,-7.0
20889,219.78,421.93,121.7,14.73,22,4.6610000000000005,237.8,300,248,226,2115,-7.6
20890,219.98,421.95,121.5,14.99,22,4.676,237.6,301,249,226,2116,-7.4
20891,220.18,421.97,121.6,16.08,23,4.746,237.7,301,249,226,2116,-7.1
20892,220.38,421.99,121.7,16.69,25,4.79,237.6,301,248,226,2116,-7.1
20893,220.58,422.01,121.7,17.5,26,4.852,237.8,301,248,226,2117,-7.6
20894,220.79,422.03000000000003,121.8,18.97,28,4.942,237.4,302,248,225,2116,-7.3
20895,220.99,422.05,121.8,19.83,29,4.996,237.4,301,248,225,2118,-7.4
20896,221.19,422.07,121.9,20.68,31,5.053,237.4,302,247,224,2117,-7.3
20897,221.39,422.09000000000003,121.9,22.38,32,5.141,237.4,302,246,224,2115,-7.4
20898,221.59,422.11,122.0,23.32,34,5.178999999999999,237.3,302,245,223,2116,-6.9
20899,221.8,422.13,121.9,24.06,35,5.223,237.1,303,245,223,2117,-7.4
20900,222.0,422.15000000000003,122.0,24.86,36,5.2620000000000005,237.0,303,244,222,2118,-7.4
20901,222.2,422.17,122.1,25.99,38,5.322,237.3,303,244,221,2118,-7.4
20902,222.4,422.19,122.2,26.57,38,5.341,237.2,304,244,221,2117,-7.1
20903,222.6,422.21000000000004,122.0,26.97,39,5.354,237.3,303,243,221,2117,-7.4
20904,222.81,422.23,122.1,27.54,39,5.3839999999999995,237.4,303,244,221,2119,-7.9
20905,223.01,422.25,122.2,27.8,40,5.392,237.5,303,243,221,2117,-7.3
20906,223.21,422.27,122.2,28.02,40,5.407,237.5,303,243,220,2117,-7.1
20907,223.41,422.29,122.0,28.01,40,5.41,237.8,303,243,221,2116,-7.3
20908,223.61,422.31,122.1,28.16,39,5.41,237.7,303,243,221,2117,-7.5
20909,223.82,422.33,122.2,28.13,40,5.417999999999999,237.8,303,243,221,2119,-7.3
20910,224.02,422.35,122.3,28.06,40,5.422999999999999,237.3,303,243,221,2117,-7.6
20911,224.22,422.37,122.1,27.96,40,5.42,237.3,303,243,221,2117,-7.4
20912,224.42,422.39,122.2,27.9,39,5.42,237.2,303,242,220,2116,-7.4
20913,224.62,422.41,122.2,27.45,38,5.414,237.0,303,243,221,2117,-7.3
20914,224.83,422.43,122.3,26.54,37,5.406000000000001,237.0,303,243,220,2120,-7.5
20915,225.03,422.45,122.2,25.81,36,5.391,237.4,303,243,220,2116,-7.1
20916,225.23,422.47,122.1,25.12,35,5.365,237.1,303,243,220,2117,-7.3
20917,225.43,422.49,122.2,24.34,33,5.336,237.2,302,243,221,2115,-7.5
20918,225.63,422.51,122.1,22.85,31,5.287999999999999,237.2,302,243,221,2118,-7.4
20919,225.84,422.53000000000003,122.0,22.11,30,5.257000000000001,237.4,302,244,221,2116,-7.4
20920,226.04,422.55,122.1,21.39,30,5.24,237.7,302,244,221,2116,-7.3
20921,226.24,422.57,122.0,19.98,28,5.1739999999999995,237.5,302,244,221,2115,-7.4
20922,226.44,422.59000000000003,122.0,19.45,27,5.122999999999999,237.9,302,244,222,2117,-7.3
20923,226.64,422.61,121.9,18.81,26,5.093,237.5,302,245,222,2117,-7.4
20924,226.85,422.63,121.9,18.17,25,5.035,237.6,301,245,222,2116,-7.3
20925,227.05,422.65000000000003,121.9,16.94,24,4.965,237.2,301,245,223,2116,-6.9
20926,227.25,422.67,121.8,16.7,23,4.939,237.2,301,246,224,2117,-7.0
20927,227.45,422.69,121.8,16.22,22,4.899,237.4,301,246,224,2118,-7.4
20928,227.65,422.71000000000004,121.8,15.44,22,4.829,237.3,301,247,224,2117,-7.0
20929,227.86,422.74,121.7,15.15,21,4.769,237.0,300,248,225,2119,-7.3
20930,228.06,422.76,121.7,14.92,21,4.756,237.3,300,247,225,2116,-7.4
20931,228.26,422.78000000000003,121.7,14.55,20,4.734,237.3,300,248,226,2116,-7.0
20932,228.46,422.8,121.7,14.46,20,4.6930000000000005,237.3,301,248,225,2116,-7.9
20933,228.66,422.82,121.6,14.29,20,4.69,237.6,301,248,225,2116,-7.3
20934,228.87,422.84000000000003,121.7,14.32,20,4.67,237.4,301,248,225,2118,-7.4
20935,229.07,422.86,121.7,14.42,20,4.67,237.4,301,248,225,2117,-7.6
20936,229.27,422.88,121.6,14.39,20,4.666,237.2,301,248,225,2117,-7.5
20937,229.47,422.90000000000003,121.7,14.48,21,4.66,237.6,301,248,226,2116,-7.3
20938,229.67,422.92,121.6,14.57,21,4.675,237.7,301,249,225,2118,-7.4
20939,229.88,422.94,121.5,15.01,22,4.688,237.6,301,248,226,2118,-7.5
20940,230.08,422.96000000000004,121.7,15.56,22,4.718999999999999,237.5,301,249,226,2117,-7.5
20941,230.28,422.98,121.6,16.18,23,4.76,237.1,301,248,226,2114,-7.5
20942,230.48,423.0,121.7,17.44,26,4.8580000000000005,237.1,301,249,226,2116,-7.0
20943,230.68,423.02,121.8,18.18,26,4.909,237.1,301,248,226,2116,-7.4
20944,230.89,423.04,121.8,19.08,28,4.958,237.2,301,248,225,2117,-7.4
20945,231.09,423.06,122.0,20.7,30,5.064,237.1,302,246,224,2117,-7.6
20946,231.29,423.08,121.9,21.6,32,5.112,237.2,302,246,224,2119,-7.1
20947,231.49,423.1,122.0,22.55,33,5.16,237.2,302,246,223,2119,-7.4
20948,231.69,423.12,122.0,23.22,35,5.2139999999999995,237.4,302,245,223,2117,-7.1
20949,231.9,423.14,122.0,24.67,35,5.276,237.3,302,245,222,2118,-7.3
20950,232.1,423.16,122.1,25.38,37,5.305,237.4,302,244,222,2117,-7.5
20951,232.3,423.18,122.1,25.9,38,5.334,237.7,303,243,221,2118,-7.4
20952,232.5,423.2,122.2,26.95,39,5.374,237.7,303,243,222,2117,-7.6
20953,232.7,423.22,122.1,27.39,39,5.375,237.5,303,243,221,2116,-7.1
20954,232.91,423.24,122.2,27.51,39,5.394,237.3,303,243,221,2118,-7.4
20955,233.11,423.26,122.2,28.04,39,5.412999999999999,237.3,303,244,221,2118,-7.3
20956,233.31,423.28000000000003,122.1,28.04,40,5.416,237.4,303,243,221,2118,-7.3
20957,233.51,423.3,122.2,28.05,40,5.42,237.1,303,243,221,2118,-8.0
20958,233.71,423.32,122.2,28.11,40,5.425,237.4,303,243,221,2118,-7.4
20959,233.92,423.34000000000003,122.1,28.08,40,5.428999999999999,236.8,303,243,221,2119,-7.3
20960,234.12,423.36,122.3,28.08,39,5.428,237.1,303,243,221,2116,-7.4
20961,234.32,423.38,122.1,28.0,39,5.444,237.3,303,243,221,2116,-7.3
20962,234.52,423.40000000000003,122.1,27.52,38,5.437,237.2,302,242,221,2117,-7.4
20963,234.72,423.42,122.2,26.96,37,5.436,237.2,303,243,220,2118,-7.4
20964,234.93,423.44,122.1,26.45,37,5.42,237.2,303,243,220,2117,-7.9
20965,235.13,423.46000000000004,122.2,25.85,35,5.3839999999999995,237.6,303,244,221,2117,-7.4
20966,235.33,423.48,122.1,24.31,34,5.354,237.4,303,243,221,2117,-7.0
20967,235.53,423.5,122.1,23.64,32,5.322,237.8,302,243,221,2118,-7.4
20968,235.73,423.52,122.0,22.77,30,5.3020000000000005,237.8,303,243,221,2117,-7.3
20969,235.94,423.54,122.0,21.38,30,5.2410000000000005,237.4,302,244,221,2117,-7.0
20970,236.14,423.56,122.0,20.83,29,5.218,237.7,302,243,222,2118,-7.1
20971,236.34,423.58,122.1,20.14,27,5.186,237.3,302,244,222,2115,-7.5
20972,236.54,423.6,121.9,18.81,26,5.1160000000000005,237.3,301,245,222,2118,-7.4
20973,236.74,423.62,122.0,18.18,25,5.062,237.2,301,245,222,2119,-7.8
20974,236.95,423.64,121.9,17.55,24,5.022,237.0,301,245,223,2119,-7.4
20975,237.15,423.66,121.9,17.02,23,4.995,237.2,301,246,223,2117,-7.4
20976,237.35,423.68,121.9,16.13,22,4.909,237.0,301,246,224,2118,-7.3
20977,237.55,423.7,121.8,15.74,22,4.873,237.3,301,246,225,2118,-7.4
20978,237.75,423.73,121.8,15.41,21,4.842,237.5,300,247,224,2117,-7.1
20979,237.96,423.75,121.6,14.84,21,4.774,237.5,301,248,226,2115,-7.3
20980,238.16,423.77,121.7,14.6,21,4.748,237.4,301,248,226,2117,-6.9
20981,238.36,423.79,121.7,14.53,20,4.731,237.7,300,247,226,2118,-7.3
20982,238.56,423.81,121.7,14.48,21,4.702,237.4,301,248,225,2119,-7.0
20983,238.76,423.83,121.6,14.3,20,4.704,237.7,301,248,225,2117,-7.4
20984,238.97,423.85,121.6,14.35,20,4.684,237.3,300,248,226,2116,-7.4
20985,239.17,423.87,121.7,14.32,21,4.683,237.5,301,248,226,2116,-7.6
20986,239.37,423.89,121.7,14.42,21,4.678,237.4,301,249,225,2116,-7.8
20987,239.57,423.91,121.7,14.5,21,4.688,237.4,301,249,226,2118,-7.6
20988,239.77,423.93,121.7,14.55,21,4.683,237.2,301,249,225,2117,-7.4
20989,239.98,423.95,121.7,15.01,23,4.704,237.2,301,248,226,2116,-7.1
20990,240.18,423.97,121.8,16.09,24,4.791,237.0,301,249,226,2117,-7.5
20991,240.38,423.99,121.7,16.66,25,4.827,236.9,300,249,226,2117,-7.3
20992,240.58,424.01,121.8,17.51,26,4.872,237.1,301,248,226,2117,-7.4
20993,240.78,424.03000000000003,121.8,19.0,28,4.957,237.2,302,248,226,2117,-7.5
20994,240.99,424.05,121.8,19.74,29,5.031000000000001,237.1,302,248,225,2118,-7.6
20995,241.19,424.07,121.8,20.57,31,5.084,237.4,302,247,225,2117,-7.3
20996,241.39,424.09000000000003,122.0,22.32,32,5.186,237.3,302,246,223,2117,-7.4
20997,241.59,424.11,122.1,23.26,33,5.225,237.7,302,246,223,2115,-7.1
20998,241.79,424.13,122.2,24.05,35,5.261,237.5,303,245,223,2118,-7.1
20999,242.0,424.15000000000003,122.1,24.73,36,5.282,237.7,303,244,222,2115,-7.1
21000,242.2,424.17,122.1,25.98,37,5.334,237.4,303,244,222,2117,-7.4
21001,242.4,424.19,122.1,26.56,38,5.3629999999999995,237.5,303,244,221,2116,-7.3
21002,242.6,424.21000000000004,122.2,26.95,38,5.374,237.6,303,244,221,2117,-7.1
21003,242.8,424.23,122.2,27.64,39,5.398,237.2,303,243,220,2118,-7.4
21004,243.01,424.25,122.2,27.86,40,5.417000000000001,237.3,303,243,221,2117,-7.5
21005,243.21,424.27,122.2,28.04,40,5.428999999999999,237.0,303,243,221,2117,-7.4
21006,243.41,424.29,122.2,28.04,40,5.428999999999999,237.1,303,243,220,2116,-7.4
21007,243.61,424.31,122.1,28.11,40,5.439,237.1,303,243,221,2116,-7.1
21008,243.81,424.33,122.1,28.04,40,5.441,237.1,303,243,220,2116,-7.1
21009,244.02,424.35,122.3,28.21,40,5.44,237.0,303,243,220,2116,-7.3
21010,244.22,424.37,122.2,28.03,39,5.441,237.1,303,243,220,2118,-7.1
21011,244.42,424.39,122.2,27.79,39,5.434,237.4,302,243,221,2118,-7.1
21012,244.62,424.41,122.2,27.45,38,5.432,237.4,302,242,220,2116,-7.5
21013,244.82,424.43,122.2,26.48,37,5.425,237.5,303,243,221,2116,-7.1
21014,245.03,424.45,122.1,25.77,36,5.399,237.5,303,243,221,2119,-7.3
21015,245.23,424.47,122.1,24.98,34,5.377000000000001,237.4,303,243,220,2119,-7.3
21016,245.43,424.49,122.2,24.36,33,5.367000000000001,237.6,302,243,221,2116,-7.3
21017,245.63,424.51,122.1,22.91,32,5.31,237.4,302,243,221,2116,-7.1
21018,245.83,424.53000000000003,122.2,22.19,31,5.287999999999999,237.4,302,244,221,2117,-7.4
21019,246.04,424.55,122.1,21.49,29,5.261,237.4,302,243,221,2117,-7.4
21020,246.24,424.57,122.0,19.97,28,5.196000000000001,237.5,302,244,222,2117,-7.5
21021,246.44,424.59000000000003,122.0,19.47,27,5.16,237.3,302,244,222,2116,-7.3
21022,246.64,424.61,122.0,18.93,25,5.1160000000000005,237.1,301,245,222,2117,-7.0
21023,246.84,424.63,122.0,18.17,25,5.074,237.1,301,245,222,2116,-7.4
21024,247.05,424.65000000000003,121.9,17.25,24,4.988,237.4,301,246,223,2117,-7.1
21025,247.25,424.67,121.8,16.63,23,4.95,237.1,301,246,223,2115,-7.1
21026,247.45,424.69,121.8,16.13,22,4.925,237.2,301,246,223,2116,-7.1
21027,247.65,424.72,121.8,15.35,22,4.849,237.3,300,247,225,2119,-7.3
21028,247.85,424.74,121.7,15.13,21,4.821000000000001,237.6,301,247,225,2116,-7.5
21029,248.06,424.76,121.6,14.83,21,4.777,237.5,301,248,225,2117,-7.1
21030,248.26,424.78000000000003,121.7,14.52,21,4.7219999999999995,237.7,301,248,225,2116,-7.3
21031,248.46,424.8,121.7,14.39,20,4.711,237.7,301,248,225,2117,-7.1
21032,248.66,424.82,121.6,14.37,21,4.705,237.7,300,249,226,2116,-7.5
21033,248.86,424.84000000000003,121.6,14.34,20,4.6930000000000005,237.6,300,248,226,2118,-7.1
21034,249.07,424.86,121.7,14.29,20,4.685,237.7,301,248,226,2117,-7.1
21035,249.27,424.88,121.6,14.46,20,4.676,237.1,301,248,225,2118,-7.3
21036,249.47,424.90000000000003,121.5,14.27,20,4.683,237.2,300,248,226,2118,-7.3
21037,249.67,424.92,121.7,14.55,21,4.696000000000001,237.0,301,248,226,2116,-7.5
21038,249.87,424.94,121.7,15.0,22,4.718,237.1,301,249,226,2119,-7.3
21039,250.08,424.96000000000004,121.7,15.52,23,4.745,236.9,301,248,226,2118,-7.5
21040,250.28,424.98,121.7,16.14,24,4.789,237.1,301,249,226,2116,-7.3
21041,250.48,425.0,121.8,17.49,25,4.87,237.3,301,249,226,2117,-7.5
21042,250.68,425.02,121.8,18.27,27,4.931,237.2,301,248,225,2118,-7.3
21043,250.88,425.04,121.7,18.91,28,4.982,237.6,302,248,226,2119,-7.3
21044,251.09,425.06,121.9,20.68,30,5.0889999999999995,237.3,302,247,224,2117,-7.3
21045,251.29,425.08,121.9,21.54,32,5.135,237.5,302,246,224,2117,-7.1
21046,251.49,425.1,122.0,22.42,33,5.191,237.7,302,246,223,2116,-7.4
21047,251.69,425.12,122.0,23.29,34,5.207999999999999,237.6,302,246,223,2117,-6.8
21048,251.89,425.14,122.0,24.7,36,5.3,237.5,303,245,221,2115,-7.5
21049,252.1,425.16,122.2,25.43,37,5.33,237.6,303,244,222,2115,-7.3
21050,252.3,425.18,122.0,25.99,38,5.351,237.4,303,244,222,2116,-7.0
21051,252.5,425.2,122.1,26.99,39,5.401,237.2,303,243,222,2117,-7.1
21052,252.7,425.22,122.2,27.36,39,5.402,237.1,303,243,221,2115,-7.3
21053,252.9,425.24,122.1,27.59,40,5.422999999999999,237.4,303,244,221,2118,-7.6
21054,253.11,425.26,122.2,28.01,40,5.436,237.0,303,243,221,2116,-7.4
21055,253.31,425.28000000000003,122.3,28.12,40,5.438,237.2,303,243,221,2117,-7.1
21056,253.51,425.3,122.2,28.11,40,5.446000000000001,237.3,302,243,221,2118,-7.6
21057,253.71,425.32,122.1,28.15,40,5.437,237.3,303,242,221,2116,-7.4
21058,253.91,425.34000000000003,122.2,28.09,39,5.445,237.2,303,243,221,2116,-7.4
21059,254.12,425.36,122.2,28.06,39,5.437,237.4,303,243,221,2117,-7.5
21060,254.32,425.38,122.1,28.15,39,5.443,237.6,303,243,220,2117,-7.4
21061,254.52,425.40000000000003,122.2,27.44,39,5.452000000000001,237.7,302,243,221,2115,-7.1
21062,254.72,425.42,122.2,26.92,38,5.455,237.5,302,243,220,2117,-7.4
21063,254.92,425.44,122.2,26.47,36,5.417000000000001,237.6,303,243,221,2118,-7.6
21064,255.13,425.46000000000004,122.2,25.73,35,5.419,237.6,303,242,220,2116,-7.5
21065,255.33,425.48,122.1,24.44,34,5.374,237.8,303,243,221,2116,-7.4
21066,255.53,425.5,122.2,23.61,32,5.357,237.6,302,243,221,2117,-7.0
21067,255.73,425.52,122.1,22.85,31,5.315,237.4,302,243,221,2118,-7.5
21068,255.93,425.54,122.2,21.34,30,5.265,237.3,302,243,221,2116,-7.3
21069,256.14,425.56,122.1,20.65,28,5.229,237.0,302,243,221,2117,-7.5
21070,256.34,425.58,122.0,19.98,27,5.207000000000001,237.1,302,244,221,2115,-7.3
21071,256.54,425.6,121.9,18.75,26,5.132000000000001,237.3,302,244,222,2118,-7.4
21072,256.74,425.62,121.9,18.26,25,5.0889999999999995,237.3,301,245,223,2117,-7.3
21073,256.94,425.64,121.9,17.52,24,5.0489999999999995,237.1,301,245,222,2117,-7.8
21074,257.15,425.66,122.0,17.11,23,5.018,237.4,301,246,223,2117,-7.1
21075,257.35,425.68,121.9,16.19,22,4.931,237.3,301,246,223,2116,-7.4
21076,257.55,425.7,121.8,15.82,21,4.887,237.5,301,247,224,2118,-7.3
21077,257.75,425.73,121.8,15.53,21,4.845,237.7,300,247,225,2117,-7.4
21078,257.95,425.75,121.7,14.85,21,4.8,237.5,301,248,225,2116,-7.3
21079,258.16,425.77,121.8,14.68,21,4.758,237.6,301,247,225,2118,-7.1
21080,258.36,425.79,121.7,14.52,21,4.748,237.6,300,248,225,2117,-7.1
21081,258.56,425.81,121.7,14.36,20,4.739,237.6,300,248,225,2117,-7.5
21082,258.76,425.83,121.6,14.33,20,4.713,237.8,301,248,225,2115,-7.1
21083,258.96,425.85,121.7,14.31,20,4.705,237.3,300,249,226,2118,-7.5
21084,259.17,425.87,121.8,14.32,21,4.702,237.2,301,248,225,2117,-7.4
21085,259.37,425.89,121.7,14.32,21,4.7,237.0,301,249,226,2117,-7.4
21086,259.57,425.91,121.7,14.5,21,4.702,237.2,301,248,226,2118,-7.4
21087,259.77,425.93,121.6,14.63,21,4.712,237.3,301,248,226,2117,-7.1
21088,259.97,425.95,121.7,15.09,22,4.729,237.0,301,249,226,2117,-7.3
21089,260.18,425.97,121.7,16.04,24,4.795,237.2,301,248,226,2116,-7.4
21090,260.38,425.99,121.7,16.81,25,4.842,237.2,301,249,226,2117,-7.3
21091,260.58,426.01,121.8,17.52,26,4.896,237.5,301,248,226,2115,-7.5
21092,260.78,426.03000000000003,121.8,18.99,27,4.999,237.2,301,248,225,2117,-7.3
21093,260.98,426.05,121.8,19.78,29,5.046,237.5,302,247,225,2116,-7.4
21094,261.19,426.07,121.9,20.75,31,5.101,237.7,302,247,225,2117,-7.0
21095,261.39,426.09000000000003,122.0,22.47,32,5.191,237.6,302,246,224,2116,-7.0
21096,261.59,426.11,122.1,23.2,34,5.2410000000000005,237.5,303,246,223,2117,-7.4
21097,261.79,426.13,122.1,24.04,35,5.2860000000000005,237.4,302,245,223,2118,-7.3
21098,261.99,426.15000000000003,122.1,24.7,36,5.313,237.3,303,245,222,2116,-7.4
21099,262.2,426.17,122.2,25.96,37,5.361000000000001,237.6,303,244,222,2118,-7.4
21100,262.4,426.19,122.1,26.59,38,5.388999999999999,237.2,303,244,221,2115,-7.0
21101,262.6,426.21000000000004,122.2,26.99,39,5.404,237.3,303,244,221,2118,-7.6
21102,262.8,426.23,122.3,27.65,39,5.449,237.1,303,243,221,2117,-7.4
21103,263.0,426.25,122.2,27.84,39,5.455,237.1,303,243,221,2117,-7.1
21104,263.21,426.27,122.2,27.94,40,5.459,237.0,303,243,221,2119,-7.3
21105,263.41,426.29,122.2,28.14,40,5.457000000000001,237.4,303,243,221,2117,-7.4
21106,263.61,426.31,122.2,28.22,40,5.478,237.4,303,243,222,2115,-7.3
21107,263.81,426.33,122.2,28.13,40,5.462999999999999,237.3,303,243,221,2116,-7.6
21108,264.01,426.35,122.2,28.11,40,5.462999999999999,237.4,303,243,221,2116,-7.3
21109,264.22,426.37,122.2,28.17,40,5.462999999999999,237.5,303,243,220,2118,-7.6
21110,264.42,426.39,122.2,27.74,39,5.462999999999999,237.4,302,243,221,2117,-7.3
21111,264.62,426.41,122.2,27.47,38,5.468,237.9,303,243,221,2118,-7.3
21112,264.82,426.43,122.3,26.53,37,5.4510000000000005,237.6,303,243,221,2118,-7.4
21113,265.02,426.45,122.1,25.9,35,5.422999999999999,237.5,303,243,220,2117,-7.5
21114,265.23,426.47,122.2,25.14,35,5.404,237.7,302,243,220,2118,-7.3
21115,265.43,426.49,122.2,24.35,33,5.388999999999999,237.4,303,243,220,2117,-7.5
21116,265.63,426.51,122.1,22.91,32,5.3420000000000005,236.8,303,243,221,2117,-7.5
21117,265.83,426.53000000000003,122.1,22.17,31,5.294,237.3,302,243,221,2116,-7.3
21118,266.03,426.55,122.1,21.37,30,5.27,237.0,302,243,221,2116,-7.1
21119,266.24,426.57,122.0,20.05,28,5.225,237.0,302,244,222,2116,-7.5
21120,266.44,426.59000000000003,122.0,19.51,27,5.18,237.1,302,244,222,2118,-7.1
21121,266.64,426.61,122.0,18.75,26,5.156000000000001,237.1,302,245,222,2117,-7.5
21122,266.84,426.63,121.9,18.13,24,5.113,237.2,301,245,222,2117,-7.3
21123,267.04,426.65000000000003,121.9,17.15,24,5.013,237.4,301,246,223,2116,-7.4
21124,267.25,426.67,122.0,16.66,22,4.9910000000000005,237.4,301,246,224,2119,-7.3
21125,267.45,426.69,121.9,16.2,22,4.947,237.6,300,246,224,2117,-7.3
21126,267.65,426.72,121.8,15.38,21,4.877,237.3,300,247,225,2117,-7.4
21127,267.85,426.74,121.8,15.09,21,4.842,237.5,300,247,225,2115,-7.1
21128,268.05,426.76,121.6,14.81,21,4.81,237.8,300,248,225,2117,-7.1
21129,268.26,426.78000000000003,121.6,14.52,21,4.753,237.7,300,248,226,2118,-7.1
21130,268.46,426.8,121.7,14.32,20,4.746,237.5,301,248,226,2117,-7.3
21131,268.66,426.82,121.6,14.42,20,4.716,237.6,301,248,225,2118,-7.3
21132,268.86,426.84000000000003,121.7,14.42,20,4.7219999999999995,237.2,301,248,225,2116,-7.4
21133,269.06,426.86,121.7,14.34,20,4.7139999999999995,237.2,301,248,225,2116,-7.4
21134,269.27,426.88,121.7,14.21,21,4.709,237.1,301,249,225,2116,-7.4
21135,269.47,426.90000000000003,121.7,14.31,20,4.715,237.0,301,248,226,2119,-7.5
21136,269.67,426.92,121.7,14.62,21,4.726,237.2,301,247,226,2115,-6.9
21137,269.87,426.94,121.8,14.99,22,4.746,237.0,300,249,226,2117,-7.3
21138,270.07,426.96000000000004,121.8,15.47,23,4.78,237.3,301,249,226,2116,-7.8
21139,270.28,426.98,121.7,16.13,24,4.812,237.3,301,249,226,2117,-7.1
21140,270.48,427.0,121.7,17.43,25,4.897,237.4,301,248,226,2117,-6.9
21141,270.68,427.02,121.8,18.19,27,4.949,237.5,301,248,226,2116,-7.4
21142,270.88,427.04,121.8,18.95,29,5.0089999999999995,237.7,301,248,225,2117,-7.5
21143,271.08,427.06,121.9,20.68,30,5.111000000000001,237.5,302,247,225,2117,-7.3
21144,271.29,427.08,121.9,21.58,31,5.1610000000000005,237.8,302,246,224,2117,-7.3
21145,271.49,427.1,122.0,22.32,33,5.204,237.7,302,246,223,2116,-7.5
21146,271.69,427.12,122.2,23.96,35,5.291,237.4,303,245,223,2116,-7.3
21147,271.89,427.14,122.1,24.68,36,5.341,237.6,303,245,222,2119,-7.4
21148,272.09,427.16,122.2,25.5,37,5.353,237.5,303,244,222,2117,-7.0
