

时间(S),轴位移(mm),力(kN),力(kPa),变形(mm), 侧位移(mm),围压(kPa),孔压(kPa),反压(kPa),体变(kPa),小体变(ml)
 374.5 , 120.2 , 21.4 , .3 ,-6.127 , 130 , 300 , 223 , 207 , 4537 ,-8 
 375 , 120.3 , 21.38 , .3 ,-6.13 , 131 , 300 , 223 , 206 , 4533 ,-8.3 
 375.5 , 120.3 , 21.32 , .3 ,-6.15 , 130 , 300 , 223 , 206 , 4534 ,-8.1 
 376 , 120.3 , 21.3 , .3 ,-6.151 , 130 , 299 , 223 , 206 , 4538 ,-8.4 
 376.5 , 120.2 , 21.32 , .3 ,-6.137 , 131 , 300 , 223 , 206 , 4536 ,-8.4 
 377 , 120.2 , 21.34 , .3 ,-6.145 , 130 , 299 , 223 , 206 , 4538 ,-8.6 
 377.5 , 120.4 , 21.26 , .3 ,-6.127 , 131 , 300 , 223 , 207 , 4534 ,-8 
 378 , 120.4 , 21.31 , .31 ,-6.148 , 131 , 300 , 223 , 207 , 4535 ,-8.3 
 378.5 , 120.2 , 21.1 , .3 ,-6.142 , 130 , 300 , 223 , 206 , 4534 ,-8.1 
 379 , 120.2 , 21.36 , .3 ,-6.143 , 131 , 300 , 223 , 206 , 4536 ,-8.6 
 379.5 , 120.2 , 21.31 , .3 ,-6.141 , 130 , 300 , 223 , 206 , 4535 ,-8.4 
 380 , 120.3 , 21.27 , .3 ,-6.14 , 131 , 300 , 223 , 206 , 4537 ,-8.5 
 380.5 , 120.4 , 21.32 , .3 ,-6.14 , 130 , 300 , 223 , 207 , 4535 ,-8.3 
 381 , 120.2 , 21.27 , .31 ,-6.144 , 130 , 300 , 223 , 206 , 4537 ,-8.6 
 381.5 , 120.3 , 21.19 , .3 ,-6.138 , 131 , 300 , 223 , 207 , 4536 ,-8.5 
 382 , 120.2 , 21.31 , .3 ,-6.154 , 130 , 300 , 223 , 206 , 4538 ,-8.6 
 382.5 , 120.3 , 21.27 , .3 ,-6.134 , 131 , 300 , 223 , 207 , 4535 ,-8.5 
 383 , 120.2 , 21.35 , .3 ,-6.153 , 131 , 300 , 223 , 207 , 4537 ,-8.5 
